SNo,Date,Covid Status
334,11/30/2010,0
335,12/1/2010,0
336,12/2/2010,0
337,12/3/2010,0
338,12/4/2010,0
339,12/5/2010,0
340,12/6/2010,0
341,12/7/2010,0
342,12/8/2010,0
343,12/9/2010,0
344,12/10/2010,0
345,12/11/2010,0
346,12/12/2010,0
347,12/13/2010,0
348,12/14/2010,0
349,12/15/2010,0
350,12/16/2010,0
351,12/17/2010,0
352,12/18/2010,0
353,12/19/2010,0
354,12/20/2010,0
355,12/21/2010,0
356,12/22/2010,0
357,12/23/2010,0
358,12/24/2010,0
359,12/25/2010,0
360,12/26/2010,0
361,12/27/2010,0
362,12/28/2010,0
363,12/29/2010,0
364,12/30/2010,0
365,12/31/2010,0
366,1/1/2011,0
367,1/2/2011,0
368,1/3/2011,0
369,1/4/2011,0
370,1/5/2011,0
371,1/6/2011,0
372,1/7/2011,0
373,1/8/2011,0
374,1/9/2011,0
375,1/10/2011,0
376,1/11/2011,0
377,1/12/2011,0
378,1/13/2011,0
379,1/14/2011,0
380,1/15/2011,0
381,1/16/2011,0
382,1/17/2011,0
383,1/18/2011,0
384,1/19/2011,0
385,1/20/2011,0
386,1/21/2011,0
387,1/22/2011,0
388,1/23/2011,0
389,1/24/2011,0
390,1/25/2011,0
391,1/26/2011,0
392,1/27/2011,0
393,1/28/2011,0
394,1/29/2011,0
395,1/30/2011,0
396,1/31/2011,0
397,2/1/2011,0
398,2/2/2011,0
399,2/3/2011,0
400,2/4/2011,0
401,2/5/2011,0
402,2/6/2011,0
403,2/7/2011,0
404,2/8/2011,0
405,2/9/2011,0
406,2/10/2011,0
407,2/11/2011,0
408,2/12/2011,0
409,2/13/2011,0
410,2/14/2011,0
411,2/15/2011,0
412,2/16/2011,0
413,2/17/2011,0
414,2/18/2011,0
415,2/19/2011,0
416,2/20/2011,0
417,2/21/2011,0
418,2/22/2011,0
419,2/23/2011,0
420,2/24/2011,0
421,2/25/2011,0
422,2/26/2011,0
423,2/27/2011,0
424,2/28/2011,0
425,3/1/2011,0
426,3/2/2011,0
427,3/3/2011,0
428,3/4/2011,0
429,3/5/2011,0
430,3/6/2011,0
431,3/7/2011,0
432,3/8/2011,0
433,3/9/2011,0
434,3/10/2011,0
435,3/11/2011,0
436,3/12/2011,0
437,3/13/2011,0
438,3/14/2011,0
439,3/15/2011,0
440,3/16/2011,0
441,3/17/2011,0
442,3/18/2011,0
443,3/19/2011,0
444,3/20/2011,0
445,3/21/2011,0
446,3/22/2011,0
447,3/23/2011,0
448,3/24/2011,0
449,3/25/2011,0
450,3/26/2011,0
451,3/27/2011,0
452,3/28/2011,0
453,3/29/2011,0
454,3/30/2011,0
455,3/31/2011,0
456,4/1/2011,0
457,4/2/2011,0
458,4/3/2011,0
459,4/4/2011,0
460,4/5/2011,0
461,4/6/2011,0
462,4/7/2011,0
463,4/8/2011,0
464,4/9/2011,0
465,4/10/2011,0
466,4/11/2011,0
467,4/12/2011,0
468,4/13/2011,0
469,4/14/2011,0
470,4/15/2011,0
471,4/16/2011,0
472,4/17/2011,0
473,4/18/2011,0
474,4/19/2011,0
475,4/20/2011,0
476,4/21/2011,0
477,4/22/2011,0
478,4/23/2011,0
479,4/24/2011,0
480,4/25/2011,0
481,4/26/2011,0
482,4/27/2011,0
483,4/28/2011,0
484,4/29/2011,0
485,4/30/2011,0
486,5/1/2011,0
487,5/2/2011,0
488,5/3/2011,0
489,5/4/2011,0
490,5/5/2011,0
491,5/6/2011,0
492,5/7/2011,0
493,5/8/2011,0
494,5/9/2011,0
495,5/10/2011,0
496,5/11/2011,0
497,5/12/2011,0
498,5/13/2011,0
499,5/14/2011,0
500,5/15/2011,0
501,5/16/2011,0
502,5/17/2011,0
503,5/18/2011,0
504,5/19/2011,0
505,5/20/2011,0
506,5/21/2011,0
507,5/22/2011,0
508,5/23/2011,0
509,5/24/2011,0
510,5/25/2011,0
511,5/26/2011,0
512,5/27/2011,0
513,5/28/2011,0
514,5/29/2011,0
515,5/30/2011,0
516,5/31/2011,0
517,6/1/2011,0
518,6/2/2011,0
519,6/3/2011,0
520,6/4/2011,0
521,6/5/2011,0
522,6/6/2011,0
523,6/7/2011,0
524,6/8/2011,0
525,6/9/2011,0
526,6/10/2011,0
527,6/11/2011,0
528,6/12/2011,0
529,6/13/2011,0
530,6/14/2011,0
531,6/15/2011,0
532,6/16/2011,0
533,6/17/2011,0
534,6/18/2011,0
535,6/19/2011,0
536,6/20/2011,0
537,6/21/2011,0
538,6/22/2011,0
539,6/23/2011,0
540,6/24/2011,0
541,6/25/2011,0
542,6/26/2011,0
543,6/27/2011,0
544,6/28/2011,0
545,6/29/2011,0
546,6/30/2011,0
547,7/1/2011,0
548,7/2/2011,0
549,7/3/2011,0
550,7/4/2011,0
551,7/5/2011,0
552,7/6/2011,0
553,7/7/2011,0
554,7/8/2011,0
555,7/9/2011,0
556,7/10/2011,0
557,7/11/2011,0
558,7/12/2011,0
559,7/13/2011,0
560,7/14/2011,0
561,7/15/2011,0
562,7/16/2011,0
563,7/17/2011,0
564,7/18/2011,0
565,7/19/2011,0
566,7/20/2011,0
567,7/21/2011,0
568,7/22/2011,0
569,7/23/2011,0
570,7/24/2011,0
571,7/25/2011,0
572,7/26/2011,0
573,7/27/2011,0
574,7/28/2011,0
575,7/29/2011,0
576,7/30/2011,0
577,7/31/2011,0
578,8/1/2011,0
579,8/2/2011,0
580,8/3/2011,0
581,8/4/2011,0
582,8/5/2011,0
583,8/6/2011,0
584,8/7/2011,0
585,8/8/2011,0
586,8/9/2011,0
587,8/10/2011,0
588,8/11/2011,0
589,8/12/2011,0
590,8/13/2011,0
591,8/14/2011,0
592,8/15/2011,0
593,8/16/2011,0
594,8/17/2011,0
595,8/18/2011,0
596,8/19/2011,0
597,8/20/2011,0
598,8/21/2011,0
599,8/22/2011,0
600,8/23/2011,0
601,8/24/2011,0
602,8/25/2011,0
603,8/26/2011,0
604,8/27/2011,0
605,8/28/2011,0
606,8/29/2011,0
607,8/30/2011,0
608,8/31/2011,0
609,9/1/2011,0
610,9/2/2011,0
611,9/3/2011,0
612,9/4/2011,0
613,9/5/2011,0
614,9/6/2011,0
615,9/7/2011,0
616,9/8/2011,0
617,9/9/2011,0
618,9/10/2011,0
619,9/11/2011,0
620,9/12/2011,0
621,9/13/2011,0
622,9/14/2011,0
623,9/15/2011,0
624,9/16/2011,0
625,9/17/2011,0
626,9/18/2011,0
627,9/19/2011,0
628,9/20/2011,0
629,9/21/2011,0
630,9/22/2011,0
631,9/23/2011,0
632,9/24/2011,0
633,9/25/2011,0
634,9/26/2011,0
635,9/27/2011,0
636,9/28/2011,0
637,9/29/2011,0
638,9/30/2011,0
639,10/1/2011,0
640,10/2/2011,0
641,10/3/2011,0
642,10/4/2011,0
643,10/5/2011,0
644,10/6/2011,0
645,10/7/2011,0
646,10/8/2011,0
647,10/9/2011,0
648,10/10/2011,0
649,10/11/2011,0
650,10/12/2011,0
651,10/13/2011,0
652,10/14/2011,0
653,10/15/2011,0
654,10/16/2011,0
655,10/17/2011,0
656,10/18/2011,0
657,10/19/2011,0
658,10/20/2011,0
659,10/21/2011,0
660,10/22/2011,0
661,10/23/2011,0
662,10/24/2011,0
663,10/25/2011,0
664,10/26/2011,0
665,10/27/2011,0
666,10/28/2011,0
667,10/29/2011,0
668,10/30/2011,0
669,10/31/2011,0
670,11/1/2011,0
671,11/2/2011,0
672,11/3/2011,0
673,11/4/2011,0
674,11/5/2011,0
675,11/6/2011,0
676,11/7/2011,0
677,11/8/2011,0
678,11/9/2011,0
679,11/10/2011,0
680,11/11/2011,0
681,11/12/2011,0
682,11/13/2011,0
683,11/14/2011,0
684,11/15/2011,0
685,11/16/2011,0
686,11/17/2011,0
687,11/18/2011,0
688,11/19/2011,0
689,11/20/2011,0
690,11/21/2011,0
691,11/22/2011,0
692,11/23/2011,0
693,11/24/2011,0
694,11/25/2011,0
695,11/26/2011,0
696,11/27/2011,0
697,11/28/2011,0
698,11/29/2011,0
699,11/30/2011,0
700,12/1/2011,0
701,12/2/2011,0
702,12/3/2011,0
703,12/4/2011,0
704,12/5/2011,0
705,12/6/2011,0
706,12/7/2011,0
707,12/8/2011,0
708,12/9/2011,0
709,12/10/2011,0
710,12/11/2011,0
711,12/12/2011,0
712,12/13/2011,0
713,12/14/2011,0
714,12/15/2011,0
715,12/16/2011,0
716,12/17/2011,0
717,12/18/2011,0
718,12/19/2011,0
719,12/20/2011,0
720,12/21/2011,0
721,12/22/2011,0
722,12/23/2011,0
723,12/24/2011,0
724,12/25/2011,0
725,12/26/2011,0
726,12/27/2011,0
727,12/28/2011,0
728,12/29/2011,0
729,12/30/2011,0
730,12/31/2011,0
731,1/1/2012,0
732,1/2/2012,0
733,1/3/2012,0
734,1/4/2012,0
735,1/5/2012,0
736,1/6/2012,0
737,1/7/2012,0
738,1/8/2012,0
739,1/9/2012,0
740,1/10/2012,0
741,1/11/2012,0
742,1/12/2012,0
743,1/13/2012,0
744,1/14/2012,0
745,1/15/2012,0
746,1/16/2012,0
747,1/17/2012,0
748,1/18/2012,0
749,1/19/2012,0
750,1/20/2012,0
751,1/21/2012,0
752,1/22/2012,0
753,1/23/2012,0
754,1/24/2012,0
755,1/25/2012,0
756,1/26/2012,0
757,1/27/2012,0
758,1/28/2012,0
759,1/29/2012,0
760,1/30/2012,0
761,1/31/2012,0
762,2/1/2012,0
763,2/2/2012,0
764,2/3/2012,0
765,2/4/2012,0
766,2/5/2012,0
767,2/6/2012,0
768,2/7/2012,0
769,2/8/2012,0
770,2/9/2012,0
771,2/10/2012,0
772,2/11/2012,0
773,2/12/2012,0
774,2/13/2012,0
775,2/14/2012,0
776,2/15/2012,0
777,2/16/2012,0
778,2/17/2012,0
779,2/18/2012,0
780,2/19/2012,0
781,2/20/2012,0
782,2/21/2012,0
783,2/22/2012,0
784,2/23/2012,0
785,2/24/2012,0
786,2/25/2012,0
787,2/26/2012,0
788,2/27/2012,0
789,2/28/2012,0
790,2/29/2012,0
791,3/1/2012,0
792,3/2/2012,0
793,3/3/2012,0
794,3/4/2012,0
795,3/5/2012,0
796,3/6/2012,0
797,3/7/2012,0
798,3/8/2012,0
799,3/9/2012,0
800,3/10/2012,0
801,3/11/2012,0
802,3/12/2012,0
803,3/13/2012,0
804,3/14/2012,0
805,3/15/2012,0
806,3/16/2012,0
807,3/17/2012,0
808,3/18/2012,0
809,3/19/2012,0
810,3/20/2012,0
811,3/21/2012,0
812,3/22/2012,0
813,3/23/2012,0
814,3/24/2012,0
815,3/25/2012,0
816,3/26/2012,0
817,3/27/2012,0
818,3/28/2012,0
819,3/29/2012,0
820,3/30/2012,0
821,3/31/2012,0
822,4/1/2012,0
823,4/2/2012,0
824,4/3/2012,0
825,4/4/2012,0
826,4/5/2012,0
827,4/6/2012,0
828,4/7/2012,0
829,4/8/2012,0
830,4/9/2012,0
831,4/10/2012,0
832,4/11/2012,0
833,4/12/2012,0
834,4/13/2012,0
835,4/14/2012,0
836,4/15/2012,0
837,4/16/2012,0
838,4/17/2012,0
839,4/18/2012,0
840,4/19/2012,0
841,4/20/2012,0
842,4/21/2012,0
843,4/22/2012,0
844,4/23/2012,0
845,4/24/2012,0
846,4/25/2012,0
847,4/26/2012,0
848,4/27/2012,0
849,4/28/2012,0
850,4/29/2012,0
851,4/30/2012,0
852,5/1/2012,0
853,5/2/2012,0
854,5/3/2012,0
855,5/4/2012,0
856,5/5/2012,0
857,5/6/2012,0
858,5/7/2012,0
859,5/8/2012,0
860,5/9/2012,0
861,5/10/2012,0
862,5/11/2012,0
863,5/12/2012,0
864,5/13/2012,0
865,5/14/2012,0
866,5/15/2012,0
867,5/16/2012,0
868,5/17/2012,0
869,5/18/2012,0
870,5/19/2012,0
871,5/20/2012,0
872,5/21/2012,0
873,5/22/2012,0
874,5/23/2012,0
875,5/24/2012,0
876,5/25/2012,0
877,5/26/2012,0
878,5/27/2012,0
879,5/28/2012,0
880,5/29/2012,0
881,5/30/2012,0
882,5/31/2012,0
883,6/1/2012,0
884,6/2/2012,0
885,6/3/2012,0
886,6/4/2012,0
887,6/5/2012,0
888,6/6/2012,0
889,6/7/2012,0
890,6/8/2012,0
891,6/9/2012,0
892,6/10/2012,0
893,6/11/2012,0
894,6/12/2012,0
895,6/13/2012,0
896,6/14/2012,0
897,6/15/2012,0
898,6/16/2012,0
899,6/17/2012,0
900,6/18/2012,0
901,6/19/2012,0
902,6/20/2012,0
903,6/21/2012,0
904,6/22/2012,0
905,6/23/2012,0
906,6/24/2012,0
907,6/25/2012,0
908,6/26/2012,0
909,6/27/2012,0
910,6/28/2012,0
911,6/29/2012,0
912,6/30/2012,0
913,7/1/2012,0
914,7/2/2012,0
915,7/3/2012,0
916,7/4/2012,0
917,7/5/2012,0
918,7/6/2012,0
919,7/7/2012,0
920,7/8/2012,0
921,7/9/2012,0
922,7/10/2012,0
923,7/11/2012,0
924,7/12/2012,0
925,7/13/2012,0
926,7/14/2012,0
927,7/15/2012,0
928,7/16/2012,0
929,7/17/2012,0
930,7/18/2012,0
931,7/19/2012,0
932,7/20/2012,0
933,7/21/2012,0
934,7/22/2012,0
935,7/23/2012,0
936,7/24/2012,0
937,7/25/2012,0
938,7/26/2012,0
939,7/27/2012,0
940,7/28/2012,0
941,7/29/2012,0
942,7/30/2012,0
943,7/31/2012,0
944,8/1/2012,0
945,8/2/2012,0
946,8/3/2012,0
947,8/4/2012,0
948,8/5/2012,0
949,8/6/2012,0
950,8/7/2012,0
951,8/8/2012,0
952,8/9/2012,0
953,8/10/2012,0
954,8/11/2012,0
955,8/12/2012,0
956,8/13/2012,0
957,8/14/2012,0
958,8/15/2012,0
959,8/16/2012,0
960,8/17/2012,0
961,8/18/2012,0
962,8/19/2012,0
963,8/20/2012,0
964,8/21/2012,0
965,8/22/2012,0
966,8/23/2012,0
967,8/24/2012,0
968,8/25/2012,0
969,8/26/2012,0
970,8/27/2012,0
971,8/28/2012,0
972,8/29/2012,0
973,8/30/2012,0
974,8/31/2012,0
975,9/1/2012,0
976,9/2/2012,0
977,9/3/2012,0
978,9/4/2012,0
979,9/5/2012,0
980,9/6/2012,0
981,9/7/2012,0
982,9/8/2012,0
983,9/9/2012,0
984,9/10/2012,0
985,9/11/2012,0
986,9/12/2012,0
987,9/13/2012,0
988,9/14/2012,0
989,9/15/2012,0
990,9/16/2012,0
991,9/17/2012,0
992,9/18/2012,0
993,9/19/2012,0
994,9/20/2012,0
995,9/21/2012,0
996,9/22/2012,0
997,9/23/2012,0
998,9/24/2012,0
999,9/25/2012,0
1000,9/26/2012,0
1001,9/27/2012,0
1002,9/28/2012,0
1003,9/29/2012,0
1004,9/30/2012,0
1005,10/1/2012,0
1006,10/2/2012,0
1007,10/3/2012,0
1008,10/4/2012,0
1009,10/5/2012,0
1010,10/6/2012,0
1011,10/7/2012,0
1012,10/8/2012,0
1013,10/9/2012,0
1014,10/10/2012,0
1015,10/11/2012,0
1016,10/12/2012,0
1017,10/13/2012,0
1018,10/14/2012,0
1019,10/15/2012,0
1020,10/16/2012,0
1021,10/17/2012,0
1022,10/18/2012,0
1023,10/19/2012,0
1024,10/20/2012,0
1025,10/21/2012,0
1026,10/22/2012,0
1027,10/23/2012,0
1028,10/24/2012,0
1029,10/25/2012,0
1030,10/26/2012,0
1031,10/27/2012,0
1032,10/28/2012,0
1033,10/29/2012,0
1034,10/30/2012,0
1035,10/31/2012,0
1036,11/1/2012,0
1037,11/2/2012,0
1038,11/3/2012,0
1039,11/4/2012,0
1040,11/5/2012,0
1041,11/6/2012,0
1042,11/7/2012,0
1043,11/8/2012,0
1044,11/9/2012,0
1045,11/10/2012,0
1046,11/11/2012,0
1047,11/12/2012,0
1048,11/13/2012,0
1049,11/14/2012,0
1050,11/15/2012,0
1051,11/16/2012,0
1052,11/17/2012,0
1053,11/18/2012,0
1054,11/19/2012,0
1055,11/20/2012,0
1056,11/21/2012,0
1057,11/22/2012,0
1058,11/23/2012,0
1059,11/24/2012,0
1060,11/25/2012,0
1061,11/26/2012,0
1062,11/27/2012,0
1063,11/28/2012,0
1064,11/29/2012,0
1065,11/30/2012,0
1066,12/1/2012,0
1067,12/2/2012,0
1068,12/3/2012,0
1069,12/4/2012,0
1070,12/5/2012,0
1071,12/6/2012,0
1072,12/7/2012,0
1073,12/8/2012,0
1074,12/9/2012,0
1075,12/10/2012,0
1076,12/11/2012,0
1077,12/12/2012,0
1078,12/13/2012,0
1079,12/14/2012,0
1080,12/15/2012,0
1081,12/16/2012,0
1082,12/17/2012,0
1083,12/18/2012,0
1084,12/19/2012,0
1085,12/20/2012,0
1086,12/21/2012,0
1087,12/22/2012,0
1088,12/23/2012,0
1089,12/24/2012,0
1090,12/25/2012,0
1091,12/26/2012,0
1092,12/27/2012,0
1093,12/28/2012,0
1094,12/29/2012,0
1095,12/30/2012,0
1096,12/31/2012,0
1097,1/1/2013,0
1098,1/2/2013,0
1099,1/3/2013,0
1100,1/4/2013,0
1101,1/5/2013,0
1102,1/6/2013,0
1103,1/7/2013,0
1104,1/8/2013,0
1105,1/9/2013,0
1106,1/10/2013,0
1107,1/11/2013,0
1108,1/12/2013,0
1109,1/13/2013,0
1110,1/14/2013,0
1111,1/15/2013,0
1112,1/16/2013,0
1113,1/17/2013,0
1114,1/18/2013,0
1115,1/19/2013,0
1116,1/20/2013,0
1117,1/21/2013,0
1118,1/22/2013,0
1119,1/23/2013,0
1120,1/24/2013,0
1121,1/25/2013,0
1122,1/26/2013,0
1123,1/27/2013,0
1124,1/28/2013,0
1125,1/29/2013,0
1126,1/30/2013,0
1127,1/31/2013,0
1128,2/1/2013,0
1129,2/2/2013,0
1130,2/3/2013,0
1131,2/4/2013,0
1132,2/5/2013,0
1133,2/6/2013,0
1134,2/7/2013,0
1135,2/8/2013,0
1136,2/9/2013,0
1137,2/10/2013,0
1138,2/11/2013,0
1139,2/12/2013,0
1140,2/13/2013,0
1141,2/14/2013,0
1142,2/15/2013,0
1143,2/16/2013,0
1144,2/17/2013,0
1145,2/18/2013,0
1146,2/19/2013,0
1147,2/20/2013,0
1148,2/21/2013,0
1149,2/22/2013,0
1150,2/23/2013,0
1151,2/24/2013,0
1152,2/25/2013,0
1153,2/26/2013,0
1154,2/27/2013,0
1155,2/28/2013,0
1156,3/1/2013,0
1157,3/2/2013,0
1158,3/3/2013,0
1159,3/4/2013,0
1160,3/5/2013,0
1161,3/6/2013,0
1162,3/7/2013,0
1163,3/8/2013,0
1164,3/9/2013,0
1165,3/10/2013,0
1166,3/11/2013,0
1167,3/12/2013,0
1168,3/13/2013,0
1169,3/14/2013,0
1170,3/15/2013,0
1171,3/16/2013,0
1172,3/17/2013,0
1173,3/18/2013,0
1174,3/19/2013,0
1175,3/20/2013,0
1176,3/21/2013,0
1177,3/22/2013,0
1178,3/23/2013,0
1179,3/24/2013,0
1180,3/25/2013,0
1181,3/26/2013,0
1182,3/27/2013,0
1183,3/28/2013,0
1184,3/29/2013,0
1185,3/30/2013,0
1186,3/31/2013,0
1187,4/1/2013,0
1188,4/2/2013,0
1189,4/3/2013,0
1190,4/4/2013,0
1191,4/5/2013,0
1192,4/6/2013,0
1193,4/7/2013,0
1194,4/8/2013,0
1195,4/9/2013,0
1196,4/10/2013,0
1197,4/11/2013,0
1198,4/12/2013,0
1199,4/13/2013,0
1200,4/14/2013,0
1201,4/15/2013,0
1202,4/16/2013,0
1203,4/17/2013,0
1204,4/18/2013,0
1205,4/19/2013,0
1206,4/20/2013,0
1207,4/21/2013,0
1208,4/22/2013,0
1209,4/23/2013,0
1210,4/24/2013,0
1211,4/25/2013,0
1212,4/26/2013,0
1213,4/27/2013,0
1214,4/28/2013,0
1215,4/29/2013,0
1216,4/30/2013,0
1217,5/1/2013,0
1218,5/2/2013,0
1219,5/3/2013,0
1220,5/4/2013,0
1221,5/5/2013,0
1222,5/6/2013,0
1223,5/7/2013,0
1224,5/8/2013,0
1225,5/9/2013,0
1226,5/10/2013,0
1227,5/11/2013,0
1228,5/12/2013,0
1229,5/13/2013,0
1230,5/14/2013,0
1231,5/15/2013,0
1232,5/16/2013,0
1233,5/17/2013,0
1234,5/18/2013,0
1235,5/19/2013,0
1236,5/20/2013,0
1237,5/21/2013,0
1238,5/22/2013,0
1239,5/23/2013,0
1240,5/24/2013,0
1241,5/25/2013,0
1242,5/26/2013,0
1243,5/27/2013,0
1244,5/28/2013,0
1245,5/29/2013,0
1246,5/30/2013,0
1247,5/31/2013,0
1248,6/1/2013,0
1249,6/2/2013,0
1250,6/3/2013,0
1251,6/4/2013,0
1252,6/5/2013,0
1253,6/6/2013,0
1254,6/7/2013,0
1255,6/8/2013,0
1256,6/9/2013,0
1257,6/10/2013,0
1258,6/11/2013,0
1259,6/12/2013,0
1260,6/13/2013,0
1261,6/14/2013,0
1262,6/15/2013,0
1263,6/16/2013,0
1264,6/17/2013,0
1265,6/18/2013,0
1266,6/19/2013,0
1267,6/20/2013,0
1268,6/21/2013,0
1269,6/22/2013,0
1270,6/23/2013,0
1271,6/24/2013,0
1272,6/25/2013,0
1273,6/26/2013,0
1274,6/27/2013,0
1275,6/28/2013,0
1276,6/29/2013,0
1277,6/30/2013,0
1278,7/1/2013,0
1279,7/2/2013,0
1280,7/3/2013,0
1281,7/4/2013,0
1282,7/5/2013,0
1283,7/6/2013,0
1284,7/7/2013,0
1285,7/8/2013,0
1286,7/9/2013,0
1287,7/10/2013,0
1288,7/11/2013,0
1289,7/12/2013,0
1290,7/13/2013,0
1291,7/14/2013,0
1292,7/15/2013,0
1293,7/16/2013,0
1294,7/17/2013,0
1295,7/18/2013,0
1296,7/19/2013,0
1297,7/20/2013,0
1298,7/21/2013,0
1299,7/22/2013,0
1300,7/23/2013,0
1301,7/24/2013,0
1302,7/25/2013,0
1303,7/26/2013,0
1304,7/27/2013,0
1305,7/28/2013,0
1306,7/29/2013,0
1307,7/30/2013,0
1308,7/31/2013,0
1309,8/1/2013,0
1310,8/2/2013,0
1311,8/3/2013,0
1312,8/4/2013,0
1313,8/5/2013,0
1314,8/6/2013,0
1315,8/7/2013,0
1316,8/8/2013,0
1317,8/9/2013,0
1318,8/10/2013,0
1319,8/11/2013,0
1320,8/12/2013,0
1321,8/13/2013,0
1322,8/14/2013,0
1323,8/15/2013,0
1324,8/16/2013,0
1325,8/17/2013,0
1326,8/18/2013,0
1327,8/19/2013,0
1328,8/20/2013,0
1329,8/21/2013,0
1330,8/22/2013,0
1331,8/23/2013,0
1332,8/24/2013,0
1333,8/25/2013,0
1334,8/26/2013,0
1335,8/27/2013,0
1336,8/28/2013,0
1337,8/29/2013,0
1338,8/30/2013,0
1339,8/31/2013,0
1340,9/1/2013,0
1341,9/2/2013,0
1342,9/3/2013,0
1343,9/4/2013,0
1344,9/5/2013,0
1345,9/6/2013,0
1346,9/7/2013,0
1347,9/8/2013,0
1348,9/9/2013,0
1349,9/10/2013,0
1350,9/11/2013,0
1351,9/12/2013,0
1352,9/13/2013,0
1353,9/14/2013,0
1354,9/15/2013,0
1355,9/16/2013,0
1356,9/17/2013,0
1357,9/18/2013,0
1358,9/19/2013,0
1359,9/20/2013,0
1360,9/21/2013,0
1361,9/22/2013,0
1362,9/23/2013,0
1363,9/24/2013,0
1364,9/25/2013,0
1365,9/26/2013,0
1366,9/27/2013,0
1367,9/28/2013,0
1368,9/29/2013,0
1369,9/30/2013,0
1370,10/1/2013,0
1371,10/2/2013,0
1372,10/3/2013,0
1373,10/4/2013,0
1374,10/5/2013,0
1375,10/6/2013,0
1376,10/7/2013,0
1377,10/8/2013,0
1378,10/9/2013,0
1379,10/10/2013,0
1380,10/11/2013,0
1381,10/12/2013,0
1382,10/13/2013,0
1383,10/14/2013,0
1384,10/15/2013,0
1385,10/16/2013,0
1386,10/17/2013,0
1387,10/18/2013,0
1388,10/19/2013,0
1389,10/20/2013,0
1390,10/21/2013,0
1391,10/22/2013,0
1392,10/23/2013,0
1393,10/24/2013,0
1394,10/25/2013,0
1395,10/26/2013,0
1396,10/27/2013,0
1397,10/28/2013,0
1398,10/29/2013,0
1399,10/30/2013,0
1400,10/31/2013,0
1401,11/1/2013,0
1402,11/2/2013,0
1403,11/3/2013,0
1404,11/4/2013,0
1405,11/5/2013,0
1406,11/6/2013,0
1407,11/7/2013,0
1408,11/8/2013,0
1409,11/9/2013,0
1410,11/10/2013,0
1411,11/11/2013,0
1412,11/12/2013,0
1413,11/13/2013,0
1414,11/14/2013,0
1415,11/15/2013,0
1416,11/16/2013,0
1417,11/17/2013,0
1418,11/18/2013,0
1419,11/19/2013,0
1420,11/20/2013,0
1421,11/21/2013,0
1422,11/22/2013,0
1423,11/23/2013,0
1424,11/24/2013,0
1425,11/25/2013,0
1426,11/26/2013,0
1427,11/27/2013,0
1428,11/28/2013,0
1429,11/29/2013,0
1430,11/30/2013,0
1431,12/1/2013,0
1432,12/2/2013,0
1433,12/3/2013,0
1434,12/4/2013,0
1435,12/5/2013,0
1436,12/6/2013,0
1437,12/7/2013,0
1438,12/8/2013,0
1439,12/9/2013,0
1440,12/10/2013,0
1441,12/11/2013,0
1442,12/12/2013,0
1443,12/13/2013,0
1444,12/14/2013,0
1445,12/15/2013,0
1446,12/16/2013,0
1447,12/17/2013,0
1448,12/18/2013,0
1449,12/19/2013,0
1450,12/20/2013,0
1451,12/21/2013,0
1452,12/22/2013,0
1453,12/23/2013,0
1454,12/24/2013,0
1455,12/25/2013,0
1456,12/26/2013,0
1457,12/27/2013,0
1458,12/28/2013,0
1459,12/29/2013,0
1460,12/30/2013,0
1461,12/31/2013,0
1462,1/1/2014,0
1463,1/2/2014,0
1464,1/3/2014,0
1465,1/4/2014,0
1466,1/5/2014,0
1467,1/6/2014,0
1468,1/7/2014,0
1469,1/8/2014,0
1470,1/9/2014,0
1471,1/10/2014,0
1472,1/11/2014,0
1473,1/12/2014,0
1474,1/13/2014,0
1475,1/14/2014,0
1476,1/15/2014,0
1477,1/16/2014,0
1478,1/17/2014,0
1479,1/18/2014,0
1480,1/19/2014,0
1481,1/20/2014,0
1482,1/21/2014,0
1483,1/22/2014,0
1484,1/23/2014,0
1485,1/24/2014,0
1486,1/25/2014,0
1487,1/26/2014,0
1488,1/27/2014,0
1489,1/28/2014,0
1490,1/29/2014,0
1491,1/30/2014,0
1492,1/31/2014,0
1493,2/1/2014,0
1494,2/2/2014,0
1495,2/3/2014,0
1496,2/4/2014,0
1497,2/5/2014,0
1498,2/6/2014,0
1499,2/7/2014,0
1500,2/8/2014,0
1501,2/9/2014,0
1502,2/10/2014,0
1503,2/11/2014,0
1504,2/12/2014,0
1505,2/13/2014,0
1506,2/14/2014,0
1507,2/15/2014,0
1508,2/16/2014,0
1509,2/17/2014,0
1510,2/18/2014,0
1511,2/19/2014,0
1512,2/20/2014,0
1513,2/21/2014,0
1514,2/22/2014,0
1515,2/23/2014,0
1516,2/24/2014,0
1517,2/25/2014,0
1518,2/26/2014,0
1519,2/27/2014,0
1520,2/28/2014,0
1521,3/1/2014,0
1522,3/2/2014,0
1523,3/3/2014,0
1524,3/4/2014,0
1525,3/5/2014,0
1526,3/6/2014,0
1527,3/7/2014,0
1528,3/8/2014,0
1529,3/9/2014,0
1530,3/10/2014,0
1531,3/11/2014,0
1532,3/12/2014,0
1533,3/13/2014,0
1534,3/14/2014,0
1535,3/15/2014,0
1536,3/16/2014,0
1537,3/17/2014,0
1538,3/18/2014,0
1539,3/19/2014,0
1540,3/20/2014,0
1541,3/21/2014,0
1542,3/22/2014,0
1543,3/23/2014,0
1544,3/24/2014,0
1545,3/25/2014,0
1546,3/26/2014,0
1547,3/27/2014,0
1548,3/28/2014,0
1549,3/29/2014,0
1550,3/30/2014,0
1551,3/31/2014,0
1552,4/1/2014,0
1553,4/2/2014,0
1554,4/3/2014,0
